id,sus,phone
00000000-0000-0000-0000-00000000002b,0,5839733552
00000000-0000-0000-0000-00000000002c,0,9742749992
00000000-0000-0000-0000-00000000002d,0,4115040287
00000000-0000-0000-0000-00000000002e,0,8186449932
00000000-0000-0000-0000-00000000002f,0,8017864779
00000000-0000-0000-0000-000000000030,0,8472007829
00000000-0000-0000-0000-000000000031,0,9696232833
00000000-0000-0000-0000-000000000032,0,8784285445
00000000-0000-0000-0000-000000000033,0,3729302484
00000000-0000-0000-0000-000000000034,0,3547267007
00000000-0000-0000-0000-000000000035,0,4689023179
00000000-0000-0000-0000-000000000036,0,5673508599
00000000-0000-0000-0000-000000000037,0,5442429442
00000000-0000-0000-0000-000000000038,0,4388264154
00000000-0000-0000-0000-000000000039,0,9505048518
00000000-0000-0000-0000-00000000003a,0,4754944968
00000000-0000-0000-0000-00000000003b,0,5445970520
00000000-0000-0000-0000-00000000003c,0,3785195643
00000000-0000-0000-0000-00000000003d,0,5666181487
00000000-0000-0000-0000-00000000003e,0,6217502610
00000000-0000-0000-0000-00000000003f,0,9494489719
00000000-0000-0000-0000-000000000040,0,3727103480
00000000-0000-0000-0000-000000000041,0,5557214895
00000000-0000-0000-0000-000000000042,0,3178995047
00000000-0000-0000-0000-000000000043,0,8667594158
00000000-0000-0000-0000-000000000044,0,5425848924
00000000-0000-0000-0000-000000000045,0,6752462544
00000000-0000-0000-0000-000000000046,0,9626150390
00000000-0000-0000-0000-000000000047,0,6617282138
00000000-0000-0000-0000-000000000048,0,2346805400
00000000-0000-0000-0000-000000000049,0,8736172828
00000000-0000-0000-0000-00000000004a,0,4238040056
00000000-0000-0000-0000-00000000004b,0,9467421815
00000000-0000-0000-0000-00000000004c,0,2704390871
00000000-0000-0000-0000-00000000004d,0,7729727586
00000000-0000-0000-0000-00000000004e,0,9442885440
00000000-0000-0000-0000-00000000004f,0,9063088214
00000000-0000-0000-0000-000000000050,0,7896119193
00000000-0000-0000-0000-000000000051,0,6398881982
00000000-0000-0000-0000-000000000052,0,6872328223
00000000-0000-0000-0000-000000000053,0,7263927017
00000000-0000-0000-0000-000000000054,0,3805264278
00000000-0000-0000-0000-000000000055,0,4447091716
00000000-0000-0000-0000-000000000056,0,3712823897
00000000-0000-0000-0000-000000000057,0,3695144455
00000000-0000-0000-0000-000000000058,0,2014790087
00000000-0000-0000-0000-000000000059,0,2798154935
00000000-0000-0000-0000-00000000005a,0,6175187358
00000000-0000-0000-0000-00000000005b,0,6832738537
00000000-0000-0000-0000-00000000005c,0,9859954301
00000000-0000-0000-0000-00000000005d,0,6702210527
00000000-0000-0000-0000-00000000005e,0,8034098416
00000000-0000-0000-0000-00000000005f,0,3094479457
00000000-0000-0000-0000-000000000060,0,8089936990
00000000-0000-0000-0000-000000000061,0,8802608520
00000000-0000-0000-0000-000000000062,0,6998904821
00000000-0000-0000-0000-000000000063,0,6563220351
00000000-0000-0000-0000-000000000064,0,4857906309
00000000-0000-0000-0000-000000000065,0,5945034699
00000000-0000-0000-0000-000000000066,0,4272963684
00000000-0000-0000-0000-000000000067,0,4977531211
00000000-0000-0000-0000-000000000068,0,7999968739
00000000-0000-0000-0000-000000000069,0,4016169739
00000000-0000-0000-0000-00000000006a,0,5373742349
00000000-0000-0000-0000-00000000006b,0,5225061030
00000000-0000-0000-0000-00000000006c,0,3584863849
00000000-0000-0000-0000-00000000006d,0,4898874127
00000000-0000-0000-0000-00000000006e,0,6767905168
00000000-0000-0000-0000-00000000006f,0,6083318143
00000000-0000-0000-0000-000000000070,0,3657874727
00000000-0000-0000-0000-000000000071,0,4219714875
00000000-0000-0000-0000-000000000072,0,2537144689
00000000-0000-0000-0000-000000000073,0,6166829789
00000000-0000-0000-0000-000000000074,0,9128697090
00000000-0000-0000-0000-000000000075,0,9817819006
00000000-0000-0000-0000-000000000076,0,6825573919
00000000-0000-0000-0000-000000000077,0,6889427121
00000000-0000-0000-0000-000000000078,0,9926321488
00000000-0000-0000-0000-000000000079,0,3157380291
00000000-0000-0000-0000-00000000007a,0,7198804797
00000000-0000-0000-0000-00000000007b,0,5314242212
00000000-0000-0000-0000-00000000007c,0,8487503273
00000000-0000-0000-0000-00000000007d,0,3816516245
00000000-0000-0000-0000-00000000007e,0,4954080982
00000000-0000-0000-0000-00000000007f,0,3856578388
00000000-0000-0000-0000-000000000080,0,6239205853
00000000-0000-0000-0000-000000000081,0,6759868546
00000000-0000-0000-0000-000000000082,0,9522231949
00000000-0000-0000-0000-000000000083,0,5249330719
00000000-0000-0000-0000-000000000084,0,7833096229
00000000-0000-0000-0000-000000000085,0,4623383097
00000000-0000-0000-0000-000000000086,0,6238920384
00000000-0000-0000-0000-000000000087,0,9449385186
00000000-0000-0000-0000-000000000088,0,5207005669
00000000-0000-0000-0000-000000000089,0,8578554032
00000000-0000-0000-0000-00000000008a,0,2156727953
00000000-0000-0000-0000-00000000008b,0,2558613163
00000000-0000-0000-0000-00000000008c,0,4278488252
00000000-0000-0000-0000-00000000008d,0,3163922322
00000000-0000-0000-0000-00000000008e,0,8054827810
00000000-0000-0000-0000-00000000008f,0,4482470797
00000000-0000-0000-0000-000000000090,0,2185530034
00000000-0000-0000-0000-000000000091,0,8824270197
00000000-0000-0000-0000-000000000092,0,5862222254
00000000-0000-0000-0000-000000000093,0,9396932671
00000000-0000-0000-0000-000000000094,0,7986314398
00000000-0000-0000-0000-000000000095,0,3095783666
00000000-0000-0000-0000-000000000096,0,5999169880
00000000-0000-0000-0000-000000000097,0,3893357392
00000000-0000-0000-0000-000000000098,0,9132417987
00000000-0000-0000-0000-000000000099,0,7789103196
00000000-0000-0000-0000-00000000009a,0,4012136500
00000000-0000-0000-0000-00000000009b,0,5445709764
00000000-0000-0000-0000-00000000009c,0,3712546943
00000000-0000-0000-0000-00000000009d,0,4903659472
00000000-0000-0000-0000-00000000009e,0,6345748077
00000000-0000-0000-0000-00000000009f,0,5627646944
00000000-0000-0000-0000-0000000000a0,0,6999841296
00000000-0000-0000-0000-0000000000a1,0,2632921877
00000000-0000-0000-0000-0000000000a2,0,8856198932
00000000-0000-0000-0000-0000000000a3,0,9263746689
00000000-0000-0000-0000-0000000000a4,0,5578469171
00000000-0000-0000-0000-0000000000a5,0,7745552984
00000000-0000-0000-0000-0000000000a6,0,4108722405
00000000-0000-0000-0000-0000000000a7,0,5333930829
00000000-0000-0000-0000-0000000000a8,0,9259690461
00000000-0000-0000-0000-0000000000a9,0,9953220693
00000000-0000-0000-0000-0000000000aa,0,4713457053
00000000-0000-0000-0000-0000000000ab,0,3427682107
00000000-0000-0000-0000-0000000000ac,0,7146709810
00000000-0000-0000-0000-0000000000ad,0,6439326892
00000000-0000-0000-0000-0000000000ae,0,3996444556
00000000-0000-0000-0000-0000000000af,0,7382153698
00000000-0000-0000-0000-0000000000b0,0,4138304528
00000000-0000-0000-0000-0000000000b1,0,8698053436
00000000-0000-0000-0000-0000000000b2,0,9526129683
00000000-0000-0000-0000-0000000000b3,0,5735594009
00000000-0000-0000-0000-0000000000b4,0,5965681770
00000000-0000-0000-0000-0000000000b5,0,9757828426
00000000-0000-0000-0000-0000000000b6,0,6999251767
00000000-0000-0000-0000-0000000000b7,0,7846303181
00000000-0000-0000-0000-0000000000b8,0,8776845072
00000000-0000-0000-0000-0000000000b9,0,6729907935
00000000-0000-0000-0000-0000000000ba,0,3575190954
00000000-0000-0000-0000-0000000000bb,0,7304591286
00000000-0000-0000-0000-0000000000bc,0,2955273919
00000000-0000-0000-0000-0000000000bd,0,6064409248
00000000-0000-0000-0000-0000000000be,0,3293880041
00000000-0000-0000-0000-0000000000bf,0,4752246410
00000000-0000-0000-0000-0000000000c0,0,2896640302
00000000-0000-0000-0000-0000000000c1,0,7784013981
00000000-0000-0000-0000-0000000000c2,0,8854133871
00000000-0000-0000-0000-0000000000c3,0,5098573966
00000000-0000-0000-0000-0000000000c4,0,6934060415
00000000-0000-0000-0000-0000000000c5,0,8263691750
00000000-0000-0000-0000-0000000000c6,0,7927649080
00000000-0000-0000-0000-0000000000c7,0,4206706551
00000000-0000-0000-0000-0000000000c8,0,6832835724
00000000-0000-0000-0000-0000000000c9,0,9014052527
00000000-0000-0000-0000-0000000000ca,0,8518206319
00000000-0000-0000-0000-0000000000cb,0,9613727671
00000000-0000-0000-0000-0000000000cc,0,7475915637
00000000-0000-0000-0000-0000000000cd,0,7575157396
00000000-0000-0000-0000-0000000000ce,0,9685406719
00000000-0000-0000-0000-0000000000cf,0,7858701810
00000000-0000-0000-0000-0000000000d0,0,2516908187
00000000-0000-0000-0000-0000000000d1,0,9913495390
00000000-0000-0000-0000-0000000000d2,0,9198159039
00000000-0000-0000-0000-0000000000d3,0,3712250067
00000000-0000-0000-0000-0000000000d4,0,8746818405
00000000-0000-0000-0000-0000000000d5,0,5976259452
00000000-0000-0000-0000-0000000000d6,0,4696807488
00000000-0000-0000-0000-0000000000d7,0,2132158589
00000000-0000-0000-0000-0000000000d8,0,6093816193
00000000-0000-0000-0000-0000000000d9,0,8223364794
00000000-0000-0000-0000-0000000000da,0,4308471634
00000000-0000-0000-0000-0000000000db,0,6789485527
00000000-0000-0000-0000-0000000000dc,0,2987183933
00000000-0000-0000-0000-0000000000dd,0,4037874445
00000000-0000-0000-0000-0000000000de,0,9634986496
00000000-0000-0000-0000-0000000000df,0,7012695028
00000000-0000-0000-0000-0000000000e0,0,5777552753
00000000-0000-0000-0000-0000000000e1,0,5038432107
00000000-0000-0000-0000-0000000000e2,0,3433915734
00000000-0000-0000-0000-0000000000e3,0,5373726993
00000000-0000-0000-0000-0000000000e4,0,4156696390
00000000-0000-0000-0000-0000000000e5,0,4656973831
00000000-0000-0000-0000-0000000000e6,0,4254736186
00000000-0000-0000-0000-0000000000e7,0,9695172519
00000000-0000-0000-0000-0000000000e8,0,5378461626
00000000-0000-0000-0000-0000000000e9,0,4639342377
00000000-0000-0000-0000-0000000000ea,0,8993578441
00000000-0000-0000-0000-0000000000eb,0,2554071173
00000000-0000-0000-0000-0000000000ec,0,2883445426
00000000-0000-0000-0000-0000000000ed,0,4874448141
00000000-0000-0000-0000-0000000000ee,0,4618885341
00000000-0000-0000-0000-0000000000ef,0,3972013397
00000000-0000-0000-0000-0000000000f0,0,6448891864
00000000-0000-0000-0000-0000000000f1,0,7067091646
00000000-0000-0000-0000-0000000000f2,0,5494686696
00000000-0000-0000-0000-0000000000f3,0,6327899946
00000000-0000-0000-0000-0000000000f4,0,2487469544
00000000-0000-0000-0000-0000000000f5,0,5196137735
00000000-0000-0000-0000-0000000000f6,0,3367584780
00000000-0000-0000-0000-0000000000f7,0,9435901618
00000000-0000-0000-0000-0000000000f8,0,6835099921
00000000-0000-0000-0000-0000000000f9,0,3619781986
00000000-0000-0000-0000-0000000000fa,0,3813236291
00000000-0000-0000-0000-0000000000fb,0,8152140102
00000000-0000-0000-0000-0000000000fc,0,3673951437
00000000-0000-0000-0000-0000000000fd,0,8957606013
00000000-0000-0000-0000-0000000000fe,0,5813888065
00000000-0000-0000-0000-0000000000ff,0,3072585373
00000000-0000-0000-0000-000000000100,0,6745279289
00000000-0000-0000-0000-000000000101,0,7944737130
00000000-0000-0000-0000-000000000102,0,9654440920
00000000-0000-0000-0000-000000000103,0,8345393014
00000000-0000-0000-0000-000000000104,0,9076823570
00000000-0000-0000-0000-000000000105,0,9193921684
00000000-0000-0000-0000-000000000106,0,7027846269
00000000-0000-0000-0000-000000000107,0,9449019296
00000000-0000-0000-0000-000000000108,0,7336964721
00000000-0000-0000-0000-000000000109,0,6973181998
00000000-0000-0000-0000-00000000010a,0,8218563034
00000000-0000-0000-0000-00000000010b,0,8754397047
00000000-0000-0000-0000-00000000010c,0,6073577217
00000000-0000-0000-0000-00000000010d,0,9515237582
00000000-0000-0000-0000-00000000010e,0,9133509147
00000000-0000-0000-0000-00000000010f,0,6832397476
00000000-0000-0000-0000-000000000110,0,7337055963
00000000-0000-0000-0000-000000000111,0,6047623005
00000000-0000-0000-0000-000000000112,0,4659918352
00000000-0000-0000-0000-000000000113,0,8817824642
00000000-0000-0000-0000-000000000114,0,3175224532
00000000-0000-0000-0000-000000000115,0,5229129967
00000000-0000-0000-0000-000000000116,0,3999446433
00000000-0000-0000-0000-000000000117,0,7844307159
00000000-0000-0000-0000-000000000118,0,9435398253
00000000-0000-0000-0000-000000000119,0,4457763719
00000000-0000-0000-0000-00000000011a,0,7863687621
00000000-0000-0000-0000-00000000011b,0,9058463985
00000000-0000-0000-0000-00000000011c,0,2517072624
00000000-0000-0000-0000-00000000011d,0,9258034027
00000000-0000-0000-0000-00000000011e,0,7314055025
00000000-0000-0000-0000-00000000011f,0,8429605674
00000000-0000-0000-0000-000000000120,0,3497136291
00000000-0000-0000-0000-000000000121,0,7862008463
00000000-0000-0000-0000-000000000122,0,9658741156
00000000-0000-0000-0000-000000000123,0,4408695589
00000000-0000-0000-0000-000000000124,0,5259226329
00000000-0000-0000-0000-000000000125,0,2128287976
00000000-0000-0000-0000-000000000126,0,8748355947
00000000-0000-0000-0000-000000000127,0,5303983948
00000000-0000-0000-0000-000000000128,0,5912308454
00000000-0000-0000-0000-000000000129,0,9494982034
00000000-0000-0000-0000-00000000012a,0,3997829756
00000000-0000-0000-0000-00000000012b,0,3528060813
00000000-0000-0000-0000-00000000012c,0,3863755024
00000000-0000-0000-0000-00000000012d,0,2858868959
00000000-0000-0000-0000-00000000012e,0,9363032069
00000000-0000-0000-0000-00000000012f,0,7885476021
00000000-0000-0000-0000-000000000130,0,7822822020
00000000-0000-0000-0000-000000000131,0,8066149509
00000000-0000-0000-0000-000000000132,0,5486912473
00000000-0000-0000-0000-000000000133,0,8966612424
00000000-0000-0000-0000-000000000134,0,7873504734
00000000-0000-0000-0000-000000000135,0,3744980173
00000000-0000-0000-0000-000000000136,0,4399093973
00000000-0000-0000-0000-000000000137,0,4522678563
00000000-0000-0000-0000-000000000138,0,8857504119
00000000-0000-0000-0000-000000000139,0,6627361277
00000000-0000-0000-0000-00000000013a,0,4872536254
00000000-0000-0000-0000-00000000013b,0,2929712070
00000000-0000-0000-0000-00000000013c,0,9623012426
00000000-0000-0000-0000-00000000013d,0,4489540578
00000000-0000-0000-0000-00000000013e,0,7299229239
00000000-0000-0000-0000-00000000013f,0,3433851842
00000000-0000-0000-0000-000000000140,0,5158960348
00000000-0000-0000-0000-000000000141,0,5805414898
00000000-0000-0000-0000-000000000142,0,4964530793
00000000-0000-0000-0000-000000000143,0,4926949071
00000000-0000-0000-0000-000000000144,0,7457074916
00000000-0000-0000-0000-000000000145,0,3476120341
00000000-0000-0000-0000-000000000146,0,2695171724
00000000-0000-0000-0000-000000000147,0,4774469167
00000000-0000-0000-0000-000000000148,0,2385321006
00000000-0000-0000-0000-000000000149,0,8766306378
00000000-0000-0000-0000-00000000014a,0,2829399969
00000000-0000-0000-0000-00000000014b,0,2986499050
00000000-0000-0000-0000-00000000014c,0,4999719839
00000000-0000-0000-0000-00000000014d,0,8759752834
00000000-0000-0000-0000-00000000014e,0,7917355066
00000000-0000-0000-0000-00000000014f,0,4945436141
00000000-0000-0000-0000-000000000150,1,5704192978
00000000-0000-0000-0000-000000000151,0,2157925587
00000000-0000-0000-0000-000000000152,0,3877806882
00000000-0000-0000-0000-000000000153,0,5812746594
00000000-0000-0000-0000-000000000154,0,8743901296
00000000-0000-0000-0000-000000000155,0,6965520663
00000000-0000-0000-0000-000000000156,0,9038359118
00000000-0000-0000-0000-000000000157,0,6763705036
00000000-0000-0000-0000-000000000158,0,5835390686
00000000-0000-0000-0000-000000000159,0,6484143480
00000000-0000-0000-0000-00000000015a,0,6687516864
00000000-0000-0000-0000-00000000015b,0,8756266559
00000000-0000-0000-0000-00000000015c,0,3432393460
00000000-0000-0000-0000-00000000015d,0,9319903864
00000000-0000-0000-0000-00000000015e,0,2595080258
00000000-0000-0000-0000-00000000015f,0,6222478080
00000000-0000-0000-0000-000000000160,0,8653936345
00000000-0000-0000-0000-000000000161,0,2648227162
00000000-0000-0000-0000-000000000162,0,2634834421
00000000-0000-0000-0000-000000000163,0,2728246550
00000000-0000-0000-0000-000000000164,0,9163502373
00000000-0000-0000-0000-000000000165,0,6163056519
00000000-0000-0000-0000-000000000166,0,4575236041
00000000-0000-0000-0000-000000000167,0,6465314386
00000000-0000-0000-0000-000000000168,0,5334954443
00000000-0000-0000-0000-000000000169,0,7168767285
00000000-0000-0000-0000-00000000016a,0,5385613042
00000000-0000-0000-0000-00000000016b,0,2934241683
00000000-0000-0000-0000-00000000016c,0,4218765806
00000000-0000-0000-0000-00000000016d,0,5795925216
00000000-0000-0000-0000-00000000016e,0,9379880039
00000000-0000-0000-0000-00000000016f,0,7664702379
00000000-0000-0000-0000-000000000170,0,6262584009
00000000-0000-0000-0000-000000000171,0,5598395113
00000000-0000-0000-0000-000000000172,0,8779985169
00000000-0000-0000-0000-000000000173,0,4939450820
00000000-0000-0000-0000-000000000174,0,9576212509
00000000-0000-0000-0000-000000000175,0,5035137356
00000000-0000-0000-0000-000000000176,0,5209509500
00000000-0000-0000-0000-000000000177,0,5115523796
00000000-0000-0000-0000-000000000178,0,4049036555
00000000-0000-0000-0000-000000000179,0,6498336651
00000000-0000-0000-0000-00000000017a,0,6463131976
00000000-0000-0000-0000-00000000017b,0,7009447845
00000000-0000-0000-0000-00000000017c,0,3185678397
00000000-0000-0000-0000-00000000017d,0,3148370369
00000000-0000-0000-0000-00000000017e,0,7896976876
00000000-0000-0000-0000-00000000017f,0,6709675864
00000000-0000-0000-0000-000000000180,0,6073197018
00000000-0000-0000-0000-000000000181,0,8932036103
00000000-0000-0000-0000-000000000182,0,4298623840
00000000-0000-0000-0000-000000000183,0,2779914341
00000000-0000-0000-0000-000000000184,0,7938612353
00000000-0000-0000-0000-000000000185,0,7754802097
00000000-0000-0000-0000-000000000186,1,6466662132
00000000-0000-0000-0000-000000000187,0,4662808846
00000000-0000-0000-0000-000000000188,0,2399204408
00000000-0000-0000-0000-000000000189,0,6274489045
00000000-0000-0000-0000-00000000018a,0,9006490286
00000000-0000-0000-0000-00000000018b,0,7215408663
00000000-0000-0000-0000-00000000018c,0,4012192848
00000000-0000-0000-0000-00000000018d,0,4065958061
00000000-0000-0000-0000-00000000018e,0,8436199430
00000000-0000-0000-0000-00000000018f,0,5267959010
00000000-0000-0000-0000-000000000190,0,6046967864
00000000-0000-0000-0000-000000000191,0,4326075098
00000000-0000-0000-0000-000000000192,0,6727441577
00000000-0000-0000-0000-000000000193,0,9655847207
00000000-0000-0000-0000-000000000194,0,7139803849
00000000-0000-0000-0000-000000000195,0,5507609845
00000000-0000-0000-0000-000000000196,0,3337795431
00000000-0000-0000-0000-000000000197,0,9723432046
00000000-0000-0000-0000-000000000198,0,3485012376
00000000-0000-0000-0000-000000000199,0,4813233047
00000000-0000-0000-0000-00000000019a,0,3327559144
00000000-0000-0000-0000-00000000019b,0,2665396322
00000000-0000-0000-0000-00000000019c,0,4214473802
00000000-0000-0000-0000-00000000019d,0,3072647424
00000000-0000-0000-0000-00000000019e,0,8496331077
00000000-0000-0000-0000-00000000019f,0,6442454796
00000000-0000-0000-0000-0000000001a0,0,9928764664
00000000-0000-0000-0000-0000000001a1,0,2278539703
00000000-0000-0000-0000-0000000001a2,0,3013631713
00000000-0000-0000-0000-0000000001a3,0,2234399805
00000000-0000-0000-0000-0000000001a4,0,8255783505
00000000-0000-0000-0000-0000000001a5,0,6864005089
00000000-0000-0000-0000-0000000001a6,0,4754499869
00000000-0000-0000-0000-0000000001a7,0,6657460838
00000000-0000-0000-0000-0000000001a8,0,9195778675
00000000-0000-0000-0000-0000000001a9,0,5908136499
00000000-0000-0000-0000-0000000001aa,0,9397352677
00000000-0000-0000-0000-0000000001ab,0,9992046300
00000000-0000-0000-0000-0000000001ac,0,9013868632
00000000-0000-0000-0000-0000000001ad,0,3457466027
00000000-0000-0000-0000-0000000001ae,0,7208908836
00000000-0000-0000-0000-0000000001af,0,8692627594
00000000-0000-0000-0000-0000000001b0,0,8397801522
00000000-0000-0000-0000-0000000001b1,0,2425336512
00000000-0000-0000-0000-0000000001b2,0,4778909014
00000000-0000-0000-0000-0000000001b3,0,7798069725
00000000-0000-0000-0000-0000000001b4,0,2997333917
00000000-0000-0000-0000-0000000001b5,0,6844756190
00000000-0000-0000-0000-0000000001b6,0,2675991152
00000000-0000-0000-0000-0000000001b7,0,4777923152
00000000-0000-0000-0000-0000000001b8,0,8489462723
00000000-0000-0000-0000-0000000001b9,0,3073407209
00000000-0000-0000-0000-0000000001ba,0,7737860750
00000000-0000-0000-0000-0000000001bb,0,8575261383
00000000-0000-0000-0000-0000000001bc,0,6529367418
00000000-0000-0000-0000-0000000001bd,0,4597877002
00000000-0000-0000-0000-0000000001be,0,6116648796
00000000-0000-0000-0000-0000000001bf,0,3464177725
00000000-0000-0000-0000-0000000001c0,0,5447737928
00000000-0000-0000-0000-0000000001c1,0,2398260028
00000000-0000-0000-0000-0000000001c2,0,8388821678
00000000-0000-0000-0000-0000000001c3,0,4253911315
00000000-0000-0000-0000-0000000001c4,0,6614397589
00000000-0000-0000-0000-0000000001c5,0,6213950563
00000000-0000-0000-0000-0000000001c6,0,2789385063
00000000-0000-0000-0000-0000000001c7,0,5925911183
00000000-0000-0000-0000-0000000001c8,0,8232361414
00000000-0000-0000-0000-0000000001c9,0,3358602273
00000000-0000-0000-0000-0000000001ca,0,9037192673
00000000-0000-0000-0000-0000000001cb,0,7418466269
00000000-0000-0000-0000-0000000001cc,0,8427110840
00000000-0000-0000-0000-0000000001cd,0,4774323860
00000000-0000-0000-0000-0000000001ce,0,6682561340
00000000-0000-0000-0000-0000000001cf,0,8699929523
00000000-0000-0000-0000-0000000001d0,0,7042883054
00000000-0000-0000-0000-0000000001d1,0,4852103777
00000000-0000-0000-0000-0000000001d2,0,2837253955
00000000-0000-0000-0000-0000000001d3,0,8716100731
00000000-0000-0000-0000-0000000001d4,0,8164402892
00000000-0000-0000-0000-0000000001d5,0,8663379653
00000000-0000-0000-0000-0000000001d6,0,5126286427
00000000-0000-0000-0000-0000000001d7,0,6497671198
00000000-0000-0000-0000-0000000001d8,0,7489800030
00000000-0000-0000-0000-0000000001d9,0,7528558460
00000000-0000-0000-0000-0000000001da,0,8275250602
00000000-0000-0000-0000-0000000001db,0,3316949462
00000000-0000-0000-0000-0000000001dc,0,4915776963
00000000-0000-0000-0000-0000000001dd,0,7383050673
00000000-0000-0000-0000-0000000001de,0,4658387610
00000000-0000-0000-0000-0000000001df,0,9648920879
00000000-0000-0000-0000-0000000001e0,0,2493284422
00000000-0000-0000-0000-0000000001e1,0,4286278840
00000000-0000-0000-0000-0000000001e2,0,9276995856
00000000-0000-0000-0000-0000000001e3,0,6749017557
00000000-0000-0000-0000-0000000001e4,0,6954723887
00000000-0000-0000-0000-0000000001e5,0,3137582236
00000000-0000-0000-0000-0000000001e6,0,3629507260
00000000-0000-0000-0000-0000000001e7,0,3352881161
00000000-0000-0000-0000-0000000001e8,0,3253608847
00000000-0000-0000-0000-0000000001e9,0,5342186785
00000000-0000-0000-0000-0000000001ea,0,6347327467
00000000-0000-0000-0000-0000000001eb,0,2374745538
00000000-0000-0000-0000-0000000001ec,0,8108540433
00000000-0000-0000-0000-0000000001ed,0,2539457573
00000000-0000-0000-0000-0000000001ee,0,9525346906
00000000-0000-0000-0000-0000000001ef,0,3852816125
00000000-0000-0000-0000-0000000001f0,0,6955349385
00000000-0000-0000-0000-0000000001f1,0,4967816466
00000000-0000-0000-0000-0000000001f2,0,9863490227
00000000-0000-0000-0000-0000000001f3,0,4466818523
00000000-0000-0000-0000-0000000001f4,0,8484642737
00000000-0000-0000-0000-0000000001f5,0,4498042433
00000000-0000-0000-0000-0000000001f6,0,5002283609
00000000-0000-0000-0000-0000000001f7,0,7162462462
00000000-0000-0000-0000-0000000001f8,0,3247249528
00000000-0000-0000-0000-0000000001f9,0,5174379129
00000000-0000-0000-0000-0000000001fa,0,6629578710
00000000-0000-0000-0000-0000000001fb,0,4504955787
00000000-0000-0000-0000-0000000001fc,0,5639464812
00000000-0000-0000-0000-0000000001fd,0,4015230930
00000000-0000-0000-0000-0000000001fe,0,7663935646
00000000-0000-0000-0000-0000000001ff,0,3208041271
00000000-0000-0000-0000-000000000200,0,6712956258
00000000-0000-0000-0000-000000000201,0,9314233433
00000000-0000-0000-0000-000000000202,0,4529138697
00000000-0000-0000-0000-000000000203,0,5204674234
00000000-0000-0000-0000-000000000204,0,2979056458
00000000-0000-0000-0000-000000000205,0,8343750959
00000000-0000-0000-0000-000000000206,0,6446348667
00000000-0000-0000-0000-000000000207,0,2682376042
00000000-0000-0000-0000-000000000208,0,4359369208
00000000-0000-0000-0000-000000000209,1,9857474406
00000000-0000-0000-0000-00000000020a,0,3043899563
00000000-0000-0000-0000-00000000020b,0,4769516278
00000000-0000-0000-0000-00000000020c,0,7105214134
00000000-0000-0000-0000-00000000020d,0,6186828337
00000000-0000-0000-0000-00000000020e,0,2906314475
00000000-0000-0000-0000-00000000020f,0,8865649878
00000000-0000-0000-0000-000000000210,0,8323136733
00000000-0000-0000-0000-000000000211,0,4787569827
00000000-0000-0000-0000-000000000212,0,4763231288
00000000-0000-0000-0000-000000000213,0,2449633534
00000000-0000-0000-0000-000000000214,0,5325010728
00000000-0000-0000-0000-000000000215,0,5305440850
00000000-0000-0000-0000-000000000216,0,4389533465
00000000-0000-0000-0000-000000000217,0,9445970864
00000000-0000-0000-0000-000000000218,0,4674290204
00000000-0000-0000-0000-000000000219,0,3519599809
00000000-0000-0000-0000-00000000021a,0,3515464304
