id,last4,zip,sus
00000000-0000-0000-0000-0000000000c9,7617,25552,0
00000000-0000-0000-0000-0000000000ca,8688,91163,0
00000000-0000-0000-0000-0000000000cb,9992,94905,0
00000000-0000-0000-0000-0000000000cc,3734,21386,0
00000000-0000-0000-0000-0000000000cd,7308,72344,0
00000000-0000-0000-0000-0000000000ce,3824,41399,0
00000000-0000-0000-0000-0000000000cf,1798,40434,0
00000000-0000-0000-0000-0000000000d0,3528,29093,0
00000000-0000-0000-0000-0000000000d1,3391,46635,0
00000000-0000-0000-0000-0000000000d2,7144,71753,0
00000000-0000-0000-0000-0000000000d3,9237,71349,0
00000000-0000-0000-0000-0000000000d4,9221,62783,0
00000000-0000-0000-0000-0000000000d5,7609,77151,0
00000000-0000-0000-0000-0000000000d6,2151,03075,0
00000000-0000-0000-0000-0000000000d7,5183,31498,0
00000000-0000-0000-0000-0000000000d8,6022,40930,0
00000000-0000-0000-0000-0000000000d9,7875,15185,0
00000000-0000-0000-0000-0000000000da,2710,94264,0
00000000-0000-0000-0000-0000000000db,3333,82344,0
00000000-0000-0000-0000-0000000000dc,3770,01121,0
00000000-0000-0000-0000-0000000000dd,1573,82009,0
00000000-0000-0000-0000-0000000000de,5865,86347,0
00000000-0000-0000-0000-0000000000df,7852,60714,0
00000000-0000-0000-0000-0000000000e0,3052,95716,0
00000000-0000-0000-0000-0000000000e1,9071,86050,0
00000000-0000-0000-0000-0000000000e2,4264,17433,0
00000000-0000-0000-0000-0000000000e3,8597,64740,1
00000000-0000-0000-0000-0000000000e4,2920,02316,0
00000000-0000-0000-0000-0000000000e5,3089,23660,0
00000000-0000-0000-0000-0000000000e6,2291,44347,0
00000000-0000-0000-0000-0000000000e7,4981,86693,0
00000000-0000-0000-0000-0000000000e8,9069,63755,0
00000000-0000-0000-0000-0000000000e9,4764,14893,0
00000000-0000-0000-0000-0000000000ea,2345,65399,0
00000000-0000-0000-0000-0000000000eb,5053,37900,0
00000000-0000-0000-0000-0000000000ec,6801,81606,0
00000000-0000-0000-0000-0000000000ed,2265,75198,0
00000000-0000-0000-0000-0000000000ee,7466,96282,0
00000000-0000-0000-0000-0000000000ef,0598,48161,0
00000000-0000-0000-0000-0000000000f0,5142,16493,0
00000000-0000-0000-0000-0000000000f1,7168,90937,0
00000000-0000-0000-0000-0000000000f2,8383,71732,0
00000000-0000-0000-0000-0000000000f3,3673,45377,0
00000000-0000-0000-0000-0000000000f4,1108,75178,0
00000000-0000-0000-0000-0000000000f5,9526,66122,0
00000000-0000-0000-0000-0000000000f6,0983,84133,0
00000000-0000-0000-0000-0000000000f7,7265,19349,0
00000000-0000-0000-0000-0000000000f8,9590,92029,0
00000000-0000-0000-0000-0000000000f9,2288,71402,0
00000000-0000-0000-0000-0000000000fa,2455,96843,0
00000000-0000-0000-0000-0000000000fb,9713,01579,0
00000000-0000-0000-0000-0000000000fc,4923,80592,0
00000000-0000-0000-0000-0000000000fd,4233,68220,0
00000000-0000-0000-0000-0000000000fe,1783,06560,0
00000000-0000-0000-0000-0000000000ff,7238,21560,0
00000000-0000-0000-0000-000000000100,4150,48610,0
00000000-0000-0000-0000-000000000101,8799,60184,0
00000000-0000-0000-0000-000000000102,9491,94955,0
00000000-0000-0000-0000-000000000103,8247,79566,0
00000000-0000-0000-0000-000000000104,5082,48326,0
00000000-0000-0000-0000-000000000105,8446,58981,0
00000000-0000-0000-0000-000000000106,0651,18520,0
00000000-0000-0000-0000-000000000107,0991,65102,1
00000000-0000-0000-0000-000000000108,8444,76206,0
00000000-0000-0000-0000-000000000109,5582,46629,0
00000000-0000-0000-0000-00000000010a,5320,33866,0
00000000-0000-0000-0000-00000000010b,0084,94906,0
00000000-0000-0000-0000-00000000010c,3415,37890,0
00000000-0000-0000-0000-00000000010d,0758,93924,0
00000000-0000-0000-0000-00000000010e,7347,06259,0
00000000-0000-0000-0000-00000000010f,6150,68758,0
00000000-0000-0000-0000-000000000110,0236,11150,0
00000000-0000-0000-0000-000000000111,7332,90983,0
00000000-0000-0000-0000-000000000112,8177,17793,0
00000000-0000-0000-0000-000000000113,4880,83643,0
00000000-0000-0000-0000-000000000114,7292,50003,0
00000000-0000-0000-0000-000000000115,2831,49665,0
00000000-0000-0000-0000-000000000116,6652,29960,0
00000000-0000-0000-0000-000000000117,3047,97557,0
00000000-0000-0000-0000-000000000118,6986,79736,0
00000000-0000-0000-0000-000000000119,1490,35396,0
00000000-0000-0000-0000-00000000011a,8622,64102,0
00000000-0000-0000-0000-00000000011b,6223,26629,0
00000000-0000-0000-0000-00000000011c,8958,94411,0
00000000-0000-0000-0000-00000000011d,6364,58448,0
00000000-0000-0000-0000-00000000011e,3767,08327,0
00000000-0000-0000-0000-00000000011f,3840,84626,0
00000000-0000-0000-0000-000000000120,2945,19868,0
00000000-0000-0000-0000-000000000121,3483,54619,0
00000000-0000-0000-0000-000000000122,4774,87767,0
00000000-0000-0000-0000-000000000123,7807,50337,0
00000000-0000-0000-0000-000000000124,8613,10623,0
00000000-0000-0000-0000-000000000125,6557,10921,0
00000000-0000-0000-0000-000000000126,7540,48678,0
00000000-0000-0000-0000-000000000127,7695,40955,0
00000000-0000-0000-0000-000000000128,7427,25394,0
00000000-0000-0000-0000-000000000129,4976,24982,0
00000000-0000-0000-0000-00000000012a,2362,18412,0
00000000-0000-0000-0000-00000000012b,3785,67464,0
00000000-0000-0000-0000-00000000012c,7840,27505,0
00000000-0000-0000-0000-00000000012d,1534,37943,0
00000000-0000-0000-0000-00000000012e,1943,37074,0
00000000-0000-0000-0000-00000000012f,2862,58351,0
00000000-0000-0000-0000-000000000130,8549,19998,0
00000000-0000-0000-0000-000000000131,7282,15957,0
00000000-0000-0000-0000-000000000132,3271,70309,0
00000000-0000-0000-0000-000000000133,0969,59018,0
00000000-0000-0000-0000-000000000134,6425,83553,0
00000000-0000-0000-0000-000000000135,8273,77351,0
00000000-0000-0000-0000-000000000136,7294,87932,0
00000000-0000-0000-0000-000000000137,1409,80909,0
00000000-0000-0000-0000-000000000138,2419,53645,0
00000000-0000-0000-0000-000000000139,7575,23418,0
00000000-0000-0000-0000-00000000013a,7134,41372,0
00000000-0000-0000-0000-00000000013b,8575,71561,0
00000000-0000-0000-0000-00000000013c,0697,86185,0
00000000-0000-0000-0000-00000000013d,6531,31584,0
00000000-0000-0000-0000-00000000013e,2707,59908,0
00000000-0000-0000-0000-00000000013f,6778,96588,0
00000000-0000-0000-0000-000000000140,1834,02928,0
00000000-0000-0000-0000-000000000141,7090,25679,0
00000000-0000-0000-0000-000000000142,0884,06279,0
00000000-0000-0000-0000-000000000143,4135,07938,0
00000000-0000-0000-0000-000000000144,2909,20930,0
00000000-0000-0000-0000-000000000145,6753,02791,0
00000000-0000-0000-0000-000000000146,0991,69539,0
00000000-0000-0000-0000-000000000147,0329,18171,0
00000000-0000-0000-0000-000000000148,1880,79308,0
00000000-0000-0000-0000-000000000149,3944,54780,0
00000000-0000-0000-0000-00000000014a,0126,07060,1
00000000-0000-0000-0000-00000000014b,7847,71438,0
00000000-0000-0000-0000-00000000014c,7324,45523,0
00000000-0000-0000-0000-00000000014d,8266,10226,0
00000000-0000-0000-0000-00000000014e,0606,88904,0
00000000-0000-0000-0000-00000000014f,6763,47831,0
00000000-0000-0000-0000-000000000150,4047,09427,0
00000000-0000-0000-0000-000000000151,3628,22616,0
00000000-0000-0000-0000-000000000152,0159,37949,0
00000000-0000-0000-0000-000000000153,8046,67810,0
00000000-0000-0000-0000-000000000154,0383,05854,0
00000000-0000-0000-0000-000000000155,5909,81498,0
00000000-0000-0000-0000-000000000156,5918,72236,0
00000000-0000-0000-0000-000000000157,2404,60404,0
00000000-0000-0000-0000-000000000158,7002,67659,0
00000000-0000-0000-0000-000000000159,0338,89812,0
00000000-0000-0000-0000-00000000015a,9194,42141,0
00000000-0000-0000-0000-00000000015b,3109,43391,0
00000000-0000-0000-0000-00000000015c,8203,24235,0
00000000-0000-0000-0000-00000000015d,0971,27366,0
00000000-0000-0000-0000-00000000015e,5773,20201,0
00000000-0000-0000-0000-00000000015f,4157,05244,0
00000000-0000-0000-0000-000000000160,2916,51658,0
00000000-0000-0000-0000-000000000161,7901,14179,0
00000000-0000-0000-0000-000000000162,6449,03563,0
00000000-0000-0000-0000-000000000163,4613,29209,0
00000000-0000-0000-0000-000000000164,8841,91344,0
00000000-0000-0000-0000-000000000165,2371,33591,0
00000000-0000-0000-0000-000000000166,6754,40399,0
00000000-0000-0000-0000-000000000167,7148,20659,0
00000000-0000-0000-0000-000000000168,8191,77149,0
00000000-0000-0000-0000-000000000169,6973,54391,0
00000000-0000-0000-0000-00000000016a,3315,23504,0
00000000-0000-0000-0000-00000000016b,1314,37251,0
00000000-0000-0000-0000-00000000016c,8509,69017,0
00000000-0000-0000-0000-00000000016d,2475,41468,0
00000000-0000-0000-0000-00000000016e,0247,13600,0
00000000-0000-0000-0000-00000000016f,2144,21654,0
00000000-0000-0000-0000-000000000170,3574,47807,0
00000000-0000-0000-0000-000000000171,7056,97596,0
00000000-0000-0000-0000-000000000172,5939,13440,0
00000000-0000-0000-0000-000000000173,4191,88299,0
00000000-0000-0000-0000-000000000174,3042,76884,0
00000000-0000-0000-0000-000000000175,6957,34399,0
00000000-0000-0000-0000-000000000176,0855,10168,0
00000000-0000-0000-0000-000000000177,9292,64546,0
00000000-0000-0000-0000-000000000178,6611,35987,0
00000000-0000-0000-0000-000000000179,0408,32781,0
00000000-0000-0000-0000-00000000017a,2213,33381,0
00000000-0000-0000-0000-00000000017b,3259,27407,0
00000000-0000-0000-0000-00000000017c,1301,62591,0
00000000-0000-0000-0000-00000000017d,3655,04355,0
00000000-0000-0000-0000-00000000017e,1628,06864,0
00000000-0000-0000-0000-00000000017f,7639,50453,0
00000000-0000-0000-0000-000000000180,6641,06593,0
00000000-0000-0000-0000-000000000181,2284,89317,0
00000000-0000-0000-0000-000000000182,4000,55199,0
00000000-0000-0000-0000-000000000183,9068,23436,0
00000000-0000-0000-0000-000000000184,4131,71726,0
00000000-0000-0000-0000-000000000185,3823,01936,0
00000000-0000-0000-0000-000000000186,4717,06173,0
00000000-0000-0000-0000-000000000187,5582,95713,0
00000000-0000-0000-0000-000000000188,2648,14132,0
00000000-0000-0000-0000-000000000189,4296,70792,0
00000000-0000-0000-0000-00000000018a,0732,49997,0
00000000-0000-0000-0000-00000000018b,1030,96039,0
00000000-0000-0000-0000-00000000018c,5348,21623,0
00000000-0000-0000-0000-00000000018d,4240,02458,0
00000000-0000-0000-0000-00000000018e,3356,84580,0
00000000-0000-0000-0000-00000000018f,6063,52600,0
00000000-0000-0000-0000-000000000190,9352,61070,0
00000000-0000-0000-0000-000000000191,8768,17736,0
00000000-0000-0000-0000-000000000192,9400,29060,0
00000000-0000-0000-0000-000000000193,9454,01154,0
00000000-0000-0000-0000-000000000194,4198,40279,0
00000000-0000-0000-0000-000000000195,9253,86508,0
00000000-0000-0000-0000-000000000196,7673,29725,0
00000000-0000-0000-0000-000000000197,6879,21019,0
00000000-0000-0000-0000-000000000198,6462,75820,0
00000000-0000-0000-0000-000000000199,1722,17930,0
00000000-0000-0000-0000-00000000019a,5981,65384,0
00000000-0000-0000-0000-00000000019b,9371,05027,0
00000000-0000-0000-0000-00000000019c,6842,42187,0
00000000-0000-0000-0000-00000000019d,9390,46274,0
00000000-0000-0000-0000-00000000019e,1960,48679,0
00000000-0000-0000-0000-00000000019f,8460,84788,0
00000000-0000-0000-0000-0000000001a0,4412,99362,0
00000000-0000-0000-0000-0000000001a1,9527,98683,0
00000000-0000-0000-0000-0000000001a2,4324,23363,0
00000000-0000-0000-0000-0000000001a3,5999,56620,0
00000000-0000-0000-0000-0000000001a4,5705,71784,0
00000000-0000-0000-0000-0000000001a5,4815,27654,0
00000000-0000-0000-0000-0000000001a6,5958,46907,0
00000000-0000-0000-0000-0000000001a7,6094,49380,0
00000000-0000-0000-0000-0000000001a8,6456,51798,0
00000000-0000-0000-0000-0000000001a9,2861,42581,0
00000000-0000-0000-0000-0000000001aa,3731,88066,0
00000000-0000-0000-0000-0000000001ab,9925,46995,0
00000000-0000-0000-0000-0000000001ac,3835,68618,1
00000000-0000-0000-0000-0000000001ad,3575,76473,0
00000000-0000-0000-0000-0000000001ae,2366,49046,0
00000000-0000-0000-0000-0000000001af,2455,10880,0
00000000-0000-0000-0000-0000000001b0,2664,41577,0
00000000-0000-0000-0000-0000000001b1,0163,27324,0
00000000-0000-0000-0000-0000000001b2,7376,69582,0
00000000-0000-0000-0000-0000000001b3,3037,95613,0
00000000-0000-0000-0000-0000000001b4,1440,98631,0
00000000-0000-0000-0000-0000000001b5,0376,99315,0
00000000-0000-0000-0000-0000000001b6,9084,80427,0
00000000-0000-0000-0000-0000000001b7,2808,39571,0
00000000-0000-0000-0000-0000000001b8,5249,97703,0
00000000-0000-0000-0000-0000000001b9,1549,75025,0
00000000-0000-0000-0000-0000000001ba,1820,20457,0
00000000-0000-0000-0000-0000000001bb,9791,67413,0
00000000-0000-0000-0000-0000000001bc,2148,88945,0
00000000-0000-0000-0000-0000000001bd,0826,76851,0
00000000-0000-0000-0000-0000000001be,4645,61548,0
00000000-0000-0000-0000-0000000001bf,1383,74283,0
00000000-0000-0000-0000-0000000001c0,6021,34539,0
00000000-0000-0000-0000-0000000001c1,8427,05098,0
00000000-0000-0000-0000-0000000001c2,6336,56007,0
00000000-0000-0000-0000-0000000001c3,9204,89610,0
00000000-0000-0000-0000-0000000001c4,5769,87042,0
00000000-0000-0000-0000-0000000001c5,2121,51694,0
00000000-0000-0000-0000-0000000001c6,6898,53434,0
00000000-0000-0000-0000-0000000001c7,7154,67068,0
00000000-0000-0000-0000-0000000001c8,3873,75239,0
00000000-0000-0000-0000-0000000001c9,4632,86758,0
00000000-0000-0000-0000-0000000001ca,4253,16735,0
00000000-0000-0000-0000-0000000001cb,8468,75033,0
00000000-0000-0000-0000-0000000001cc,9799,31208,0
00000000-0000-0000-0000-0000000001cd,2579,16093,0
00000000-0000-0000-0000-0000000001ce,1483,19095,0
00000000-0000-0000-0000-0000000001cf,0301,72951,0
00000000-0000-0000-0000-0000000001d0,3998,65520,0
00000000-0000-0000-0000-0000000001d1,6587,29063,0
00000000-0000-0000-0000-0000000001d2,5049,10246,0
00000000-0000-0000-0000-0000000001d3,0642,64041,0
00000000-0000-0000-0000-0000000001d4,4459,82294,0
00000000-0000-0000-0000-0000000001d5,0572,51601,0
00000000-0000-0000-0000-0000000001d6,0801,76288,0
00000000-0000-0000-0000-0000000001d7,0584,67863,0
00000000-0000-0000-0000-0000000001d8,8715,70471,0
00000000-0000-0000-0000-0000000001d9,3152,69433,0
00000000-0000-0000-0000-0000000001da,5524,75334,0
00000000-0000-0000-0000-0000000001db,5010,41654,0
00000000-0000-0000-0000-0000000001dc,2696,97812,0
00000000-0000-0000-0000-0000000001dd,2529,55176,0
00000000-0000-0000-0000-0000000001de,0120,47282,0
00000000-0000-0000-0000-0000000001df,1796,64332,0
00000000-0000-0000-0000-0000000001e0,8860,59624,0
00000000-0000-0000-0000-0000000001e1,6244,65167,0
00000000-0000-0000-0000-0000000001e2,6762,68646,0
00000000-0000-0000-0000-0000000001e3,0169,82930,0
00000000-0000-0000-0000-0000000001e4,3213,06810,0
00000000-0000-0000-0000-0000000001e5,7466,74211,0
00000000-0000-0000-0000-0000000001e6,1817,81090,0
00000000-0000-0000-0000-0000000001e7,5466,53630,0
00000000-0000-0000-0000-0000000001e8,5997,47500,0
00000000-0000-0000-0000-0000000001e9,0509,97477,0
00000000-0000-0000-0000-0000000001ea,4309,67613,0
00000000-0000-0000-0000-0000000001eb,2094,64213,0
00000000-0000-0000-0000-0000000001ec,2288,51011,0
00000000-0000-0000-0000-0000000001ed,6601,21657,0
00000000-0000-0000-0000-0000000001ee,2877,15267,0
00000000-0000-0000-0000-0000000001ef,2088,53737,0
00000000-0000-0000-0000-0000000001f0,5248,99255,0
00000000-0000-0000-0000-0000000001f1,3547,54570,0
00000000-0000-0000-0000-0000000001f2,8337,11559,0
00000000-0000-0000-0000-0000000001f3,2482,59041,0
00000000-0000-0000-0000-0000000001f4,6405,99685,0
00000000-0000-0000-0000-0000000001f5,2253,99811,0
00000000-0000-0000-0000-0000000001f6,0576,33460,0
00000000-0000-0000-0000-0000000001f7,1611,84241,0
00000000-0000-0000-0000-0000000001f8,4807,10323,0
00000000-0000-0000-0000-0000000001f9,1008,16398,0
00000000-0000-0000-0000-0000000001fa,4144,13437,0
00000000-0000-0000-0000-0000000001fb,7436,38464,0
00000000-0000-0000-0000-0000000001fc,7666,96450,0
00000000-0000-0000-0000-0000000001fd,8944,85549,0
00000000-0000-0000-0000-0000000001fe,7066,86810,0
00000000-0000-0000-0000-0000000001ff,2032,89394,0
00000000-0000-0000-0000-000000000200,3310,88122,0
00000000-0000-0000-0000-000000000201,7039,78705,0
00000000-0000-0000-0000-000000000202,6184,79208,0
00000000-0000-0000-0000-000000000203,7640,08011,0
00000000-0000-0000-0000-000000000204,5433,53752,0
00000000-0000-0000-0000-000000000205,0799,59769,0
