id,address,sus
00000000-0000-0000-0000-000000000082,"4703 Simon Mall Apt. 745Valeriemouth, VT 16370",0
00000000-0000-0000-0000-000000000083,"370 James IsleLarsonburgh, MN 44831",0
00000000-0000-0000-0000-000000000084,"9279 Ramos Causeway Apt. 993East Jennifershire, NH 89532",0
00000000-0000-0000-0000-000000000085,"561 Michael Ways Suite 173Port Mary, NH 51380",0
00000000-0000-0000-0000-000000000086,"941 Williams Gateway Apt. 864East Jameshaven, MH 57433",0
00000000-0000-0000-0000-000000000087,"36413 Gloria Crescent Apt. 230South Joseside, CO 22242",0
00000000-0000-0000-0000-000000000088,"817 Edwards LightsEast Kenneth, OR 40437",0
00000000-0000-0000-0000-000000000089,"600 Vickie Center Apt. 149Lake Amber, MI 95249",0
00000000-0000-0000-0000-00000000008a,"4466 Atkins Ferry Suite 630Huffhaven, WY 89734",0
00000000-0000-0000-0000-00000000008b,"8447 Vega TurnpikeDanielview, MH 24399",0
00000000-0000-0000-0000-00000000008c,"517 Davis Via Suite 265Andrewsfort, TX 69397",0
00000000-0000-0000-0000-00000000008d,"761 Ann Ridges Apt. 974New Douglas, PA 97332",0
00000000-0000-0000-0000-00000000008e,"86518 Henry Brooks Suite 559North Jamesmouth, DC 29786",0
00000000-0000-0000-0000-00000000008f,"PSC 2842, Box 6436APO AP 48758",0
00000000-0000-0000-0000-000000000090,"506 Catherine Fort Apt. 259Bowenfurt, PW 39863",0
00000000-0000-0000-0000-000000000091,"172 Stephen LoopNew Victoriahaven, MH 27228",0
00000000-0000-0000-0000-000000000092,"3097 Murphy RidgeLake Haley, OK 45875",0
00000000-0000-0000-0000-000000000093,"01254 Kristina Plain Suite 465North Amanda, MO 20006",0
00000000-0000-0000-0000-000000000094,"77138 Matthew Plain Suite 504Curryborough, TX 38916",0
00000000-0000-0000-0000-000000000095,"931 Daniel Manors Apt. 519Smithland, CT 84002",0
00000000-0000-0000-0000-000000000096,"1156 Sharp PlazaEast Richard, SC 41879",0
00000000-0000-0000-0000-000000000097,"3673 Watkins VillageLopezmouth, LA 19017",0
00000000-0000-0000-0000-000000000098,"7260 Brooke LandingPort Jillfurt, HI 45893",0
00000000-0000-0000-0000-000000000099,"77704 Jeremiah Manor Suite 320East Deannafort, AS 97131",0
00000000-0000-0000-0000-00000000009a,"398 Clay Glen Suite 787Port Amandafurt, FL 58147",0
00000000-0000-0000-0000-00000000009b,"5444 Connie Avenue Suite 976Mathisstad, DE 35218",0
00000000-0000-0000-0000-00000000009c,"575 Kristen Ranch Apt. 401Brentburgh, PR 98869",0
00000000-0000-0000-0000-00000000009d,"227 Pamela TraceLake Tammybury, VI 48763",0
00000000-0000-0000-0000-00000000009e,USS CrawfordFPO AP 29698,0
00000000-0000-0000-0000-00000000009f,"4580 Sharp Grove Suite 385West Sarah, LA 32841",0
00000000-0000-0000-0000-0000000000a0,USNV MeyerFPO AP 84974,0
00000000-0000-0000-0000-0000000000a1,"8978 Lynch MountainWest Daltonshire, WY 87942",0
00000000-0000-0000-0000-0000000000a2,"23724 Edwin CliffsLake Kevin, NY 62666",0
00000000-0000-0000-0000-0000000000a3,"41878 Jones ClubAdamsborough, UT 84036",0
00000000-0000-0000-0000-0000000000a4,Unit 3291 Box 8187DPO AP 91368,0
00000000-0000-0000-0000-0000000000a5,"6886 William CoveMeganberg, GU 62632",0
00000000-0000-0000-0000-0000000000a6,"215 Sherry Knolls Suite 976Lake Adamchester, UT 08967",0
00000000-0000-0000-0000-0000000000a7,"PSC 1842, Box 3229APO AP 28256",0
00000000-0000-0000-0000-0000000000a8,"PSC 7928, Box 4051APO AP 79774",0
00000000-0000-0000-0000-0000000000a9,"300 Rachel Rapid Suite 134Lauraville, CO 09283",0
00000000-0000-0000-0000-0000000000aa,"3990 Jones VillagesJamesland, RI 77351",0
00000000-0000-0000-0000-0000000000ab,"528 Shannon Keys Suite 994Myersfort, WI 76599",0
00000000-0000-0000-0000-0000000000ac,"858 Huerta IsleKellyburgh, UT 12849",0
00000000-0000-0000-0000-0000000000ad,"703 Allen RadialWelchmouth, HI 62879",0
00000000-0000-0000-0000-0000000000ae,"502 Donna RidgeRobinchester, AS 22035",0
00000000-0000-0000-0000-0000000000af,"234 Mark Glens Suite 761Kaitlynfurt, NY 09113",0
00000000-0000-0000-0000-0000000000b0,"93339 Ian FieldsWhitneyview, KY 51538",0
00000000-0000-0000-0000-0000000000b1,"73543 Michael Rue Apt. 956Michaelshire, MT 91700",0
00000000-0000-0000-0000-0000000000b2,"55231 Amanda BridgeLarachester, FM 33048",0
00000000-0000-0000-0000-0000000000b3,USCGC RomeroFPO AP 92104,0
00000000-0000-0000-0000-0000000000b4,"1494 Nathan Island Suite 066East Erinmouth, KY 54246",0
00000000-0000-0000-0000-0000000000b5,"471 Alex Mill Apt. 347Adamsside, RI 61259",0
00000000-0000-0000-0000-0000000000b6,USCGC TownsendFPO AA 57665,0
00000000-0000-0000-0000-0000000000b7,"9052 Brown MillSouth Harry, GU 39911",0
00000000-0000-0000-0000-0000000000b8,"422 Juan Walk Apt. 048Ericbury, KS 60818",0
00000000-0000-0000-0000-0000000000b9,"7337 Reed RapidsMelissamouth, MA 64539",0
00000000-0000-0000-0000-0000000000ba,"540 Sullivan Bridge Apt. 387Lewisbury, NY 41288",0
00000000-0000-0000-0000-0000000000bb,"250 Anne Springs Suite 913West Sara, MP 37560",0
00000000-0000-0000-0000-0000000000bc,"69681 Garcia Islands Apt. 162Hollyview, SD 64994",0
00000000-0000-0000-0000-0000000000bd,"18256 Moran PortsAprilfort, VT 46128",0
00000000-0000-0000-0000-0000000000be,"87710 Diane Center Apt. 800Bensonburgh, FL 84430",0
00000000-0000-0000-0000-0000000000bf,"4029 Horn RestMartinbury, NY 08616",0
00000000-0000-0000-0000-0000000000c0,"95900 Catherine Gardens Suite 553Lake Dana, TN 03979",0
00000000-0000-0000-0000-0000000000c1,"62714 Wood Lodge Suite 666West Alexandra, IA 39065",0
00000000-0000-0000-0000-0000000000c2,"52299 Olson BrookHayesmouth, DE 28853",0
00000000-0000-0000-0000-0000000000c3,"033 Fields Fords Apt. 502Lake Dawnbury, FM 60727",0
00000000-0000-0000-0000-0000000000c4,"3959 Perez Cove Suite 841New Nicoleberg, NE 66356",0
00000000-0000-0000-0000-0000000000c5,Unit 9510 Box 3911DPO AP 57294,0
00000000-0000-0000-0000-0000000000c6,"179 Trujillo LocksNorth Alexisport, AK 65234",0
00000000-0000-0000-0000-0000000000c7,"248 John TerraceNew Nicoleland, TX 78019",0
00000000-0000-0000-0000-0000000000c8,"PSC 1828, Box 1582APO AE 94191",0
00000000-0000-0000-0000-0000000000c9,"7460 Ramirez Cape Apt. 736Rossberg, WV 85954",0
00000000-0000-0000-0000-0000000000ca,"43401 Maria WallNorth Zachary, VI 03058",0
00000000-0000-0000-0000-0000000000cb,"79668 Wells Forks Apt. 833Jamiefort, KY 38851",0
00000000-0000-0000-0000-0000000000cc,"580 Robert AvenueChristinaberg, HI 64697",0
00000000-0000-0000-0000-0000000000cd,"5172 Marcia Skyway Suite 629North Leah, HI 95475",0
00000000-0000-0000-0000-0000000000ce,"808 Reed Course Suite 793North Samuel, AZ 10970",0
00000000-0000-0000-0000-0000000000cf,"93859 Charles Greens Apt. 262North Jessica, FM 64305",0
00000000-0000-0000-0000-0000000000d0,"9309 Mike Orchard Suite 174New Michaelhaven, PA 63274",0
00000000-0000-0000-0000-0000000000d1,"048 Ingram Harbor Apt. 180Harveyfurt, NC 79619",0
00000000-0000-0000-0000-0000000000d2,"7496 Woodward PointsWest Nathanmouth, AS 05052",0
00000000-0000-0000-0000-0000000000d3,"1825 Tina Forest Suite 935East Traceyside, WA 26394",0
00000000-0000-0000-0000-0000000000d4,"93128 Sabrina ExtensionEast Amyton, AR 14626",0
00000000-0000-0000-0000-0000000000d5,"9219 Liu OvalSharonhaven, SC 89801",0
00000000-0000-0000-0000-0000000000d6,"373 Kenneth Road Suite 763South Justin, MP 64120",0
00000000-0000-0000-0000-0000000000d7,"292 Charles Plain Suite 952Jeffreybury, WV 21991",0
00000000-0000-0000-0000-0000000000d8,"5846 Haynes RidgesWhitestad, MI 31441",0
00000000-0000-0000-0000-0000000000d9,"559 Kelsey Underpass Apt. 108Staceyhaven, MA 59768",0
00000000-0000-0000-0000-0000000000da,"66092 Hudson SpringChristopherland, MO 89757",0
00000000-0000-0000-0000-0000000000db,USS GarrettFPO AE 68973,0
00000000-0000-0000-0000-0000000000dc,"470 Tiffany VillagePort Sandra, NC 76196",0
00000000-0000-0000-0000-0000000000dd,"7122 Murphy Via Apt. 279West Erikville, MD 46111",0
00000000-0000-0000-0000-0000000000de,"540 Cynthia Wells Suite 955Jamesside, TX 18412",0
00000000-0000-0000-0000-0000000000df,"4823 Huff Groves Suite 980West Brendahaven, VT 30467",0
00000000-0000-0000-0000-0000000000e0,"155 Thomas BranchBrendamouth, WI 58751",0
00000000-0000-0000-0000-0000000000e1,"92565 Anthony Spurs Suite 415Marystad, KY 15041",0
00000000-0000-0000-0000-0000000000e2,"455 Sara HavenPort Amber, AK 19245",0
00000000-0000-0000-0000-0000000000e3,USNS NorrisFPO AP 70690,0
00000000-0000-0000-0000-0000000000e4,"963 Lee RouteShannonchester, DC 84444",0
00000000-0000-0000-0000-0000000000e5,"PSC 6587, Box 7130APO AP 29090",0
00000000-0000-0000-0000-0000000000e6,"43098 Hartman PointsWest Michael, NJ 51697",0
00000000-0000-0000-0000-0000000000e7,"PSC 9498, Box 8255APO AE 49834",0
00000000-0000-0000-0000-0000000000e8,"0936 George StreetWhiteside, NH 60696",1
00000000-0000-0000-0000-0000000000e9,"97745 Rodriguez AlleyHancockburgh, VA 86377",0
00000000-0000-0000-0000-0000000000ea,"496 Martinez LocksJennifertown, UT 25285",0
00000000-0000-0000-0000-0000000000eb,"116 Stewart Station Apt. 899Austinstad, SC 99286",0
00000000-0000-0000-0000-0000000000ec,"54385 Randall KnollJameston, TX 03590",0
00000000-0000-0000-0000-0000000000ed,"136 Lewis Plaza Apt. 384Marvinton, MD 17174",0
00000000-0000-0000-0000-0000000000ee,"480 Michael Island Apt. 291East Ashley, HI 27296",0
00000000-0000-0000-0000-0000000000ef,"3598 Mathis RunNorth Ashleyburgh, NJ 47145",0
00000000-0000-0000-0000-0000000000f0,"3255 Melissa CommonJohnsonland, GA 60617",0
00000000-0000-0000-0000-0000000000f1,"72327 Walker Locks Apt. 716Port Michelle, IN 33480",0
00000000-0000-0000-0000-0000000000f2,"889 Gregory DriveLake Shaun, AR 08798",0
00000000-0000-0000-0000-0000000000f3,USS DixonFPO AP 26752,0
00000000-0000-0000-0000-0000000000f4,"43671 Olson Burgs Apt. 083Owenschester, IL 31997",0
00000000-0000-0000-0000-0000000000f5,Unit 4850 Box 9435DPO AE 10733,0
00000000-0000-0000-0000-0000000000f6,"685 Kyle Club Suite 203East Rebecca, NH 56793",0
00000000-0000-0000-0000-0000000000f7,"21140 Andrew RidgeWest Jasminefort, WA 04843",0
00000000-0000-0000-0000-0000000000f8,"6723 Nguyen Springs Apt. 412North Aprilfort, IN 03952",0
00000000-0000-0000-0000-0000000000f9,"346 Smith Fords Suite 786New Angela, NE 76950",0
00000000-0000-0000-0000-0000000000fa,"32060 Morgan CanyonPort Eric, AS 81894",0
00000000-0000-0000-0000-0000000000fb,USS DunnFPO AE 95685,0
00000000-0000-0000-0000-0000000000fc,"5245 Stephanie SpringsAndersonfort, HI 96667",0
00000000-0000-0000-0000-0000000000fd,"535 Nancy LocksWest Kellytown, NJ 44409",0
00000000-0000-0000-0000-0000000000fe,"22234 Michael WellsScottville, FM 59285",0
00000000-0000-0000-0000-0000000000ff,"812 Deborah Brook Suite 600Lake Jonathan, AZ 54143",0
00000000-0000-0000-0000-000000000100,"56197 Williams Prairie Suite 277Ramirezfurt, VA 64362",0
00000000-0000-0000-0000-000000000101,"4953 David CanyonWest Gabrielborough, CA 68740",0
00000000-0000-0000-0000-000000000102,"436 Murphy RiverElizabethberg, AR 15247",0
00000000-0000-0000-0000-000000000103,"5986 Darryl PortSouth Samanthaport, DE 40382",0
00000000-0000-0000-0000-000000000104,USCGC MurphyFPO AA 98472,0
00000000-0000-0000-0000-000000000105,"499 Weber PortNorth Danielleport, LA 34914",0
00000000-0000-0000-0000-000000000106,"059 Wayne Keys Suite 549North Jenniferton, AZ 32599",0
00000000-0000-0000-0000-000000000107,"38684 Ann Ramp Suite 032Collinstown, PR 95819",0
00000000-0000-0000-0000-000000000108,"3399 Justin FordPerkinsview, VA 77853",0
00000000-0000-0000-0000-000000000109,USNS BrownFPO AA 34746,0
00000000-0000-0000-0000-00000000010a,"3629 Kevin SpringChristianchester, DC 69302",0
00000000-0000-0000-0000-00000000010b,"4717 Walter FortSouth Gabriellaside, OH 02352",0
00000000-0000-0000-0000-00000000010c,"1303 Sims Loop Suite 335Bridgesfort, GA 38070",0
00000000-0000-0000-0000-00000000010d,"58568 Michael PointWilliamsonstad, NH 41598",0
00000000-0000-0000-0000-00000000010e,"6923 Jacob Loaf Suite 569Juanchester, CO 21111",0
00000000-0000-0000-0000-00000000010f,"011 Ferguson IslandIsabellaport, IA 66946",0
00000000-0000-0000-0000-000000000110,USNV RomeroFPO AE 17190,0
00000000-0000-0000-0000-000000000111,"02741 Jason IslandSouth Matthewburgh, NJ 91250",0
00000000-0000-0000-0000-000000000112,"73225 Kyle WalksBeverlyville, ND 12020",0
00000000-0000-0000-0000-000000000113,"25492 Cynthia MewsNorth Mariahaven, TN 07574",0
00000000-0000-0000-0000-000000000114,USNV ParrishFPO AP 93391,0
00000000-0000-0000-0000-000000000115,"5485 Hansen CoveCervantesfort, OH 77438",0
00000000-0000-0000-0000-000000000116,"128 Linda PlainNorth Yvonne, WV 31784",0
00000000-0000-0000-0000-000000000117,"062 Robert Harbor Suite 444Lake Ericamouth, DC 59466",0
00000000-0000-0000-0000-000000000118,"5488 Yoder Roads Apt. 192Michaelville, VI 10245",0
00000000-0000-0000-0000-000000000119,"9895 Derek OvalWest Steveport, MS 27777",0
00000000-0000-0000-0000-00000000011a,USCGC GilbertFPO AA 21106,0
00000000-0000-0000-0000-00000000011b,"885 Barrett BridgePort Veronica, ME 19955",0
00000000-0000-0000-0000-00000000011c,"4913 Bell Bridge Apt. 592Meganville, AZ 19306",0
00000000-0000-0000-0000-00000000011d,"605 Nelson Drive Suite 766Ramirezshire, MI 98363",0
00000000-0000-0000-0000-00000000011e,"6482 Perez Forge Apt. 080East Christinaville, CA 75520",0
00000000-0000-0000-0000-00000000011f,"5619 John RidgeLake Margaret, PR 72984",0
00000000-0000-0000-0000-000000000120,USNS RhodesFPO AE 62066,0
00000000-0000-0000-0000-000000000121,"423 Dorsey StationGlenview, NY 67209",0
00000000-0000-0000-0000-000000000122,"056 Jacob ShoresRobertsonhaven, SD 36477",0
00000000-0000-0000-0000-000000000123,Unit 8836 Box 8822DPO AA 80736,0
00000000-0000-0000-0000-000000000124,"59825 Franklin Divide Apt. 621Lake Nicholas, OH 63288",0
00000000-0000-0000-0000-000000000125,"78370 Moore Stream Apt. 580Port Scottview, VI 21403",0
00000000-0000-0000-0000-000000000126,"8625 David WalksLake Carolside, GA 47021",0
00000000-0000-0000-0000-000000000127,"03342 Leon PineEast Elizabethton, CA 30445",0
00000000-0000-0000-0000-000000000128,"0320 Christian Forest Suite 859Jameston, PR 86351",0
00000000-0000-0000-0000-000000000129,"03474 Sandra LodgeNew Brucebury, TN 40879",0
00000000-0000-0000-0000-00000000012a,"82885 Warren SpringsPatriciatown, NV 55335",0
00000000-0000-0000-0000-00000000012b,"882 Hogan KeysLake Rebeccamouth, PA 16557",0
00000000-0000-0000-0000-00000000012c,"29749 Courtney Plains Suite 325Weissbury, KS 88301",0
00000000-0000-0000-0000-00000000012d,"47437 Christopher MountEast Sarah, MO 15146",0
